p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expression
0.00779634256623989,-0.144577200251122,0.139,0.23,1,Unchanged
0.00780897657406019,-0.0939437853175575,0.13,0.196,1,Unchanged
0.00781124415605431,0.0121931254940145,0.157,0.139,1,Unchanged
0.0078122255612308,-0.133193923311846,0.157,0.234,1,Unchanged
0.00781486554386023,-0.181812653917427,0.139,0.262,1,Unchanged
0.00782723122833073,-0.352892919830109,0.47,0.577,1,Unchanged
0.00785404279950273,-0.141840503178406,0.139,0.229,1,Unchanged
0.00785725947382278,-0.219001931490488,0.183,0.301,1,Unchanged
0.00785772867122371,-0.248657412499373,0.183,0.314,1,Unchanged
0.00785908794535473,-0.0239263003126375,0.148,0.16,1,Unchanged
0.00787308473265704,-0.146553850932115,0.148,0.226,1,Unchanged
0.00787427229821749,-0.345944556126674,0.539,0.615,1,Unchanged
0.00789651761135067,-0.316819430194003,0.417,0.532,1,Unchanged
0.00790012785382815,-0.0318314983979837,0.157,0.164,1,Unchanged
0.00794621910781294,-0.201372037468697,0.191,0.255,1,Unchanged
0.00794777797692474,-0.297215625611669,0.443,0.59,1,Unchanged
0.00797284198458923,-0.116589561585309,0.122,0.209,1,Unchanged
0.00797815910391111,-0.0840877355294076,0.165,0.194,1,Unchanged
0.00800859925114464,-0.140727879543104,0.139,0.221,1,Unchanged
0.0080379813913978,-0.161908409252195,0.165,0.243,1,Unchanged
0.00810934414855773,-0.226878315035677,0.209,0.33,1,Unchanged
0.00813444665053755,-0.098997898179254,0.157,0.219,1,Unchanged
0.00814964215651755,-1.03570565517922,0.391,0.736,1,Unchanged
0.00816158457210113,-0.250997097450051,0.33,0.425,1,Unchanged
0.00816705428043194,0.18935849867583,0.217,0.086,1,Unchanged
0.0081957109142297,-0.100506110654952,0.13,0.193,1,Unchanged
0.00821033792024652,-0.21803972128102,0.2,0.335,1,Unchanged
0.00822301521301622,-0.0623684462491094,0.148,0.168,1,Unchanged
0.00822963876890347,0.236068233608264,0.217,0.078,1,Unchanged
0.00826320835205065,-0.0121016863069574,0.148,0.152,1,Unchanged
0.00828273065405088,-0.206431171960706,0.183,0.295,1,Unchanged
0.00828893493893442,-0.0120006603081096,0.157,0.178,1,Unchanged
0.00829048801259121,-0.05343765420709,0.13,0.165,1,Unchanged
0.00829541814081133,-0.152969492073169,0.174,0.251,1,Unchanged
0.00830759954666585,0.216360118880861,0.226,0.082,1,Unchanged
0.00835113552399469,-0.250701951127903,0.33,0.408,1,Unchanged
0.00838047261881955,-0.224427303127345,0.191,0.297,1,Unchanged
0.00838900309121811,-0.232735343381124,0.235,0.382,1,Unchanged
0.00839233563469554,-0.0721868373571227,0.157,0.181,1,Unchanged
0.00840572952438949,-0.193749915032427,0.191,0.298,1,Unchanged
0.00841879555640271,-0.411184190173389,0.583,0.656,1,Unchanged
0.00844779117706997,-0.0757603235292752,0.13,0.189,1,Unchanged
0.00845440870616745,-0.188957006973786,0.183,0.264,1,Unchanged
0.00848065486286525,-0.00325709047200076,0.139,0.151,1,Unchanged
0.00848737157684304,-0.143467282319062,0.157,0.204,1,Unchanged
0.00848865672175706,0.123351192586776,0.165,0.109,1,Unchanged
0.00855616461225561,-0.226492144662606,0.2,0.264,1,Unchanged
0.00855851897150924,0.0360309683597135,0.174,0.133,1,Unchanged
0.00857017813545478,-0.524814073414227,0.765,0.777,1,Unchanged
0.00862385518447518,-0.0958445695726075,0.157,0.196,1,Unchanged
0.0086563784497759,-0.134268728820135,0.139,0.207,1,Unchanged
0.00866276517962567,0.0834495881411706,0.165,0.116,1,Unchanged
0.00867398623128138,-0.800110535844229,0.948,0.987,1,Unchanged
0.00874761565268215,-0.283942964389145,0.383,0.491,1,Unchanged
0.0087529931331368,0.290891531127527,0.235,0.067,1,Unchanged
0.00875396570640406,-1.28457819643097,0.974,0.985,1,Unchanged
0.00876137237315085,-0.215808704892611,0.209,0.28,1,Unchanged
0.00879462192223733,-0.165401145950861,0.165,0.235,1,Unchanged
0.00882694728167273,-0.169003786917238,0.139,0.236,1,Unchanged
0.00883694169572204,-0.237145909460437,0.304,0.408,1,Unchanged
0.0088392250452543,-0.125921386106615,0.139,0.207,1,Unchanged
0.00884904557220988,-0.082127581340097,0.122,0.181,1,Unchanged
0.00886210719776081,-0.215471939987445,0.209,0.309,1,Unchanged
0.00888105694774739,-0.211993772786917,0.183,0.288,1,Unchanged
0.00889080704825877,-0.186787909232381,0.157,0.243,1,Unchanged
0.00890263142777296,-0.214967122641864,0.235,0.325,1,Unchanged
0.00891346216749718,-0.298152744865723,0.322,0.48,1,Unchanged
0.00892231570225269,-0.110021182573457,0.139,0.19,1,Unchanged
0.00893255779685115,-0.195294058049815,0.2,0.285,1,Unchanged
0.00894153525773265,-0.0701826565021079,0.13,0.18,1,Unchanged
0.00894192800515107,-0.0643259703498261,0.148,0.168,1,Unchanged
0.00895150477052123,-0.114311078010112,0.122,0.203,1,Unchanged
0.0089628124281492,-0.0566393535653676,0.209,0.214,1,Unchanged
0.0089695014193844,-0.0187915114001989,0.13,0.154,1,Unchanged
0.00903377972819568,-0.0962474444819243,0.13,0.192,1,Unchanged
0.00903590977533792,-0.0197731441883836,0.113,0.182,1,Unchanged
0.00903726343223967,-0.0207938643113464,0.13,0.151,1,Unchanged
0.00904787995944636,-0.00267184603692178,0.13,0.147,1,Unchanged
0.00905988395903295,-0.20645850002631,0.296,0.329,1,Unchanged
0.00906383571890987,0.0458103720413287,0.148,0.129,1,Unchanged
0.00906601233921312,-0.19181823587317,0.226,0.344,1,Unchanged
0.00907647559347922,-0.239939693728184,0.226,0.323,1,Unchanged
0.00908451054257032,-0.0387564594559154,0.122,0.165,1,Unchanged
0.0091292859161525,-0.124114629400984,0.139,0.231,1,Unchanged
0.00913592470440996,-0.088226360235353,0.113,0.181,1,Unchanged
0.00914573057468622,-0.211478333386836,0.226,0.34,1,Unchanged
0.0091504873150237,-0.178511357094382,0.209,0.282,1,Unchanged
0.00915365928095391,-0.084402116668348,0.139,0.186,1,Unchanged
0.00915382652502506,0.212310031128307,0.243,0.078,1,Unchanged
0.00916555024158247,-0.233029800988205,0.417,0.371,1,Unchanged
0.00916651050136563,-0.375431590309048,0.557,0.617,1,Unchanged
0.00917714838827677,-0.0538668277632405,0.148,0.182,1,Unchanged
0.00924786912146096,-0.124990915232124,0.13,0.207,1,Unchanged
0.00927023330278173,-0.0738328749581607,0.139,0.168,1,Unchanged
0.0092717688280067,-0.164468966595834,0.13,0.233,1,Unchanged
0.00927497941073708,-0.14440588036472,0.148,0.224,1,Unchanged
0.00928760353254478,-0.0943327858851881,0.13,0.184,1,Unchanged
0.00929827990735234,-0.222822227818946,0.2,0.31,1,Unchanged
0.00932999589700868,-0.118653457365211,0.122,0.198,1,Unchanged
0.00933237406251501,-0.0889258876163629,0.139,0.181,1,Unchanged
0.0093334094712227,-0.0684341018774759,0.139,0.169,1,Unchanged
0.00935471247137537,-0.0981595654257014,0.13,0.184,1,Unchanged
0.00939958126245903,-0.0426457188461014,0.139,0.159,1,Unchanged
0.00940313064043711,-0.185629018613688,0.157,0.273,1,Unchanged
0.0094058111286791,-0.27285580739596,0.33,0.384,1,Unchanged
0.00944693371734656,-0.197822623643238,0.139,0.243,1,Unchanged
0.00945718639155847,-0.196527312875014,0.183,0.327,1,Unchanged
0.00946415098309422,-0.311488233662298,0.496,0.592,1,Unchanged
0.00946816786496448,-0.153662211639251,0.13,0.23,1,Unchanged
0.00947400258349089,-0.211478333386836,0.191,0.234,1,Unchanged
0.00948657225998541,-0.123461973863552,0.157,0.217,1,Unchanged
0.00949762235197716,-0.286690445748959,0.33,0.465,1,Unchanged
0.00952501030216405,-0.463253278259206,0.67,0.711,1,Unchanged
0.00953203083374459,-0.209766655828823,0.243,0.343,1,Unchanged
0.00954158503204879,-0.170741170706059,0.122,0.234,1,Unchanged
0.00956493426229689,-0.728803668232511,0.157,0.436,1,Unchanged
0.00959948043885376,-0.140807935868572,0.165,0.19,1,Unchanged
0.00964269843047014,-0.138885356890505,0.13,0.212,1,Unchanged
0.00966401796708281,-1.44119398536936,0.835,0.918,1,Unchanged
0.0096916304857821,-0.116199422574065,0.148,0.199,1,Unchanged
0.00969233167329085,-0.139806912361565,0.13,0.215,1,Unchanged
0.0096990981654356,-0.212698010545238,0.2,0.303,1,Unchanged
0.00973483249926957,-0.118758228918303,0.226,0.286,1,Unchanged
0.00979171215410446,-0.15437557499225,0.13,0.226,1,Unchanged
0.0097968811430179,-0.00095455437608688,0.13,0.142,1,Unchanged
0.00979925424498129,-0.0697350111770508,0.217,0.221,1,Unchanged
0.00981225492264981,0.0229195320870729,0.165,0.131,1,Unchanged
0.00983164033774881,-0.0239263003126375,0.165,0.155,1,Unchanged
0.00984332989148845,-0.0856852372716767,0.148,0.175,1,Unchanged
0.00984777344782039,-0.0387776192888243,0.165,0.167,1,Unchanged
0.00988264773324999,-0.0779547697953598,0.139,0.174,1,Unchanged
0.00989008621248384,0.0771549608310189,0.165,0.116,1,Unchanged
0.00991158742750796,-0.483913980248028,0.635,0.744,1,Unchanged
0.00992903946709267,-0.0525407853517471,0.139,0.162,1,Unchanged
0.00993373555947386,-0.243902669185809,0.261,0.349,1,Unchanged
0.00995174077365629,-1.33273906540479,0.974,0.999,1,Unchanged
0.00996240924645959,-0.191905780704101,0.139,0.26,1,Unchanged
0.00999076685322781,-0.111561299163948,0.113,0.188,1,Unchanged
0.00999890749420604,-0.00095455437608688,0.148,0.145,1,Unchanged
0.01004444966708,-0.329203154649836,0.487,0.557,1,Unchanged
0.0100636676819166,-0.216571378255034,0.148,0.268,1,Unchanged
0.0100666916227895,-0.125907075714351,0.13,0.197,1,Unchanged
0.0100732884941617,-0.185422469577912,0.139,0.243,1,Unchanged
0.0101071017550734,-0.152863679975803,0.157,0.232,1,Unchanged
0.010136903181537,-0.0840732256550665,0.13,0.175,1,Unchanged
0.0101541350864211,-0.0873300436036552,0.122,0.176,1,Unchanged
0.0101551464222702,-0.126541366795524,0.122,0.207,1,Unchanged
0.0101554523645331,-0.0436382851328544,0.139,0.155,1,Unchanged
0.0102210457913516,0.10931009404965,0.191,0.101,1,Unchanged
0.0102234521875247,-0.126541366795524,0.139,0.207,1,Unchanged
0.0102277963173831,-0.218389122623094,0.209,0.279,1,Unchanged
0.0102490352433586,0.0627792329352751,0.165,0.125,1,Unchanged
0.010253897819968,-0.0752970881708292,0.139,0.172,1,Unchanged
0.0102555640637266,-0.256705447476597,0.252,0.365,1,Unchanged
0.0102678287239029,-0.202117141402257,0.174,0.27,1,Unchanged
0.0102738228025969,-0.0436233643801342,0.148,0.164,1,Unchanged
0.0102741858848729,-0.198210246913494,0.183,0.295,1,Unchanged
0.0102773517184987,-0.222335717008376,0.2,0.279,1,Unchanged
0.0102784213943778,-0.123128171214934,0.13,0.206,1,Unchanged
0.0102978375424444,-0.192718443400007,0.183,0.271,1,Unchanged
0.010302756982752,-0.130564760056716,0.157,0.221,1,Unchanged
0.0103109338982801,-0.16718335129287,0.122,0.23,1,Unchanged
0.0103145914908452,0.0811044691717376,0.226,0.123,1,Unchanged
0.0103166882172202,-0.237732809606863,0.183,0.33,1,Unchanged
0.0103212927847558,-0.0186169323090767,0.13,0.15,1,Unchanged
0.0103679800326392,-0.18694072225819,0.2,0.282,1,Unchanged
0.0103796615160221,-0.103422761867376,0.13,0.191,1,Unchanged
0.0104500553616973,-0.234707345489878,0.287,0.406,1,Unchanged
0.0104745856564458,-0.112735567270493,0.148,0.211,1,Unchanged
0.0104857402716525,-0.00671867909962362,0.148,0.138,1,Unchanged
0.0105194921690598,-0.1489902345269,0.13,0.225,1,Unchanged
0.0105207594379822,0.650912069548218,0.209,0.035,1,Unchanged
0.0105774420551124,0.117655424859273,0.165,0.107,1,Unchanged
0.0105841892827114,-0.0713793802890932,0.13,0.169,1,Unchanged
0.0105909964648271,0.149571934033758,0.209,0.094,1,Unchanged
0.0105958353441793,-0.0396639161155569,0.13,0.155,1,Unchanged
0.0106065466024962,0.0877460049038689,0.183,0.113,1,Unchanged
0.0106083710099359,-0.262897313891376,0.226,0.354,1,Unchanged
0.0106655392147691,-0.8461076611812,0.957,0.972,1,Unchanged
0.0106758895232855,-0.222440501418319,0.2,0.334,1,Unchanged
0.0106858189897579,-0.0530949221132703,0.165,0.168,1,Unchanged
0.0106882207865225,-0.21295961715385,0.174,0.288,1,Unchanged
0.0106951212252541,-0.0819512157714535,0.104,0.206,1,Unchanged
0.0107142355991922,-0.0585728533612003,0.13,0.159,1,Unchanged
0.0107224626777516,-0.123930153338986,0.261,0.331,1,Unchanged
0.0107300339715849,0.127200408898625,0.365,0.245,1,Unchanged
0.010789592927571,-0.203770985201638,0.183,0.308,1,Unchanged
0.0108022943372974,-0.16079367600377,0.13,0.22,1,Unchanged
0.0108278325072051,-0.0769855423212914,0.122,0.168,1,Unchanged
0.0108386451316111,-1.36734550360767,0.983,0.988,1,Unchanged
0.0108444607475103,-0.248678469283571,0.235,0.366,1,Unchanged
0.0108531214910292,-0.170794604845249,0.148,0.248,1,Unchanged
0.0108618210570278,-0.226077040346438,0.165,0.285,1,Unchanged
0.0108889317117799,-0.233174215286751,0.226,0.306,1,Unchanged
0.010899725141377,-0.196276262813197,0.139,0.277,1,Unchanged
0.0109099333039774,-0.0525407853517471,0.122,0.159,1,Unchanged
0.0109138122767333,0.0295085597122281,0.174,0.137,1,Unchanged
0.0109140904481335,-0.109637705491119,0.13,0.181,1,Unchanged
0.0109143633920273,-0.930483093272539,0.122,0.395,1,Unchanged
0.0109147120704072,-0.0436233643801342,0.13,0.151,1,Unchanged
0.010951811986634,-0.132820789291805,0.13,0.204,1,Unchanged
0.0109623651255404,-0.243998948343701,0.33,0.428,1,Unchanged
0.0109918589175804,-0.955248732222641,0.217,0.469,1,Unchanged
0.0110080681437417,0.155384377850543,0.2,0.091,1,Unchanged
0.0110411578190422,-0.142935805046193,0.104,0.202,1,Unchanged
0.0110485592899171,-0.215546372854269,0.122,0.26,1,Unchanged
0.0110492457338471,0.00106038315939117,0.165,0.136,1,Unchanged
0.0110517238113482,-0.23897403436088,0.252,0.364,1,Unchanged
0.0110588580995113,-0.199382173681018,0.191,0.277,1,Unchanged
0.0110636175757216,-0.183363278348304,0.148,0.245,1,Unchanged
0.0111130459873264,-0.324052199909736,0.417,0.499,1,Unchanged
0.0111149325931079,-0.0967940234014718,0.13,0.178,1,Unchanged
0.0111203119327019,-0.127170540395068,0.122,0.202,1,Unchanged
0.0111530000191724,0.0249603556485153,0.157,0.132,1,Unchanged
0.0111535657840714,-0.289659323540833,0.365,0.46,1,Unchanged
0.0111558532603181,0.163449132691734,0.174,0.092,1,Unchanged
0.0111603917641475,-0.181405452953494,0.174,0.275,1,Unchanged
0.0111667473061035,-0.226798207590092,0.33,0.393,1,Unchanged
0.0112303039594126,-0.243635411730743,0.226,0.356,1,Unchanged
0.0112763228123997,-0.136809702249351,0.13,0.207,1,Unchanged
0.0113261725240202,-0.207559113472087,0.174,0.27,1,Unchanged
0.0113513907407046,-0.100579572931568,0.252,0.224,1,Unchanged
0.0113734810877376,-0.184256864651811,0.148,0.238,1,Unchanged
0.0113841245456144,-0.0927962991688045,0.13,0.183,1,Unchanged
0.0114413338935982,-0.152194177073417,0.122,0.212,1,Unchanged
0.0114438565046216,-0.0999810761253589,0.113,0.177,1,Unchanged
0.0114558445612753,-0.0336817581004311,0.148,0.146,1,Unchanged
0.0114562470653105,-0.114441889220897,0.13,0.192,1,Unchanged
0.0114623873292904,-0.765442674627484,0.113,0.338,1,Unchanged
0.011485099035337,-0.0585728533612003,0.139,0.166,1,Unchanged
0.0115094093778665,-0.188399837202566,0.157,0.261,1,Unchanged
0.0115163937094078,-0.154845016729627,0.165,0.227,1,Unchanged
0.0115281128408749,-0.171662383269584,0.148,0.246,1,Unchanged
0.0115344548702225,-0.139098604904451,0.139,0.208,1,Unchanged
0.0115390141189024,0.136028664674918,0.183,0.097,1,Unchanged
0.0115449134507485,-0.0107541923347805,0.122,0.142,1,Unchanged
0.0115598592800282,-0.0552904712219725,0.139,0.159,1,Unchanged
0.0115647663855227,-0.0631856307586521,0.139,0.164,1,Unchanged
0.0115671514088275,-0.0456516264223043,0.13,0.157,1,Unchanged
0.0116030408151344,-0.236973864174783,0.287,0.355,1,Unchanged
0.0116071700464093,-0.130476129652422,0.148,0.201,1,Unchanged
0.0116146428095175,-0.234176103063546,0.174,0.297,1,Unchanged
0.0116164223769346,-0.00237248154719943,0.13,0.143,1,Unchanged
0.0116287945818788,-0.212764385601765,0.139,0.276,1,Unchanged
0.011662878413375,-0.26357047586151,0.278,0.424,1,Unchanged
0.0116686357874349,-0.0651273471229427,0.148,0.166,1,Unchanged
0.0116841638439015,-0.263295243845875,0.252,0.385,1,Unchanged
0.0116951986380243,-0.109637705491119,0.122,0.189,1,Unchanged
0.0117107336634201,-0.0664672371680749,0.13,0.164,1,Unchanged
0.0117156049006032,-0.0916709069484716,0.148,0.195,1,Unchanged
0.011759401100538,-0.117525464985558,0.13,0.184,1,Unchanged
0.0117602223813963,-0.887695013402717,0.4,0.674,1,Unchanged
0.0117645862019674,-0.374189614984672,0.443,0.561,1,Unchanged
0.0117970274119894,-0.0924155828908975,0.139,0.17,1,Unchanged
0.0118676146602658,-0.202216459524346,0.165,0.295,1,Unchanged
0.0118923232700161,-0.169003786917238,0.13,0.219,1,Unchanged
0.0119050331958445,-0.120329537862261,0.139,0.203,1,Unchanged
0.0119202394605977,-0.0672572853594111,0.13,0.171,1,Unchanged
0.0119387610479562,-0.134189867365197,0.122,0.189,1,Unchanged
0.0119520445679609,-0.0239263003126375,0.139,0.146,1,Unchanged
0.0119651711862765,-0.291828329117458,0.383,0.512,1,Unchanged
0.0120163508768569,0.0197909509188529,0.148,0.129,1,Unchanged
0.0120269357828411,-0.10867494600201,0.13,0.185,1,Unchanged
0.0120590814462814,-0.115255559249009,0.122,0.2,1,Unchanged
0.0120932764350736,-0.241951119694842,0.209,0.323,1,Unchanged
0.0121089217810475,-0.146081553191169,0.139,0.214,1,Unchanged
0.0121113725409583,-0.423976425857529,0.53,0.648,1,Unchanged
0.0121253891337967,0.0865399749870405,0.139,0.115,1,Unchanged
0.0121333493114608,-0.172679339047722,0.13,0.229,1,Unchanged
0.0121607405850116,0.0345831166180746,0.157,0.134,1,Unchanged
0.0121878101931428,-0.235025997073921,0.165,0.288,1,Unchanged
0.0121894394239407,-0.137512484616527,0.122,0.204,1,Unchanged
0.0122021412613664,-1.10876666506755,0.426,0.583,1,Unchanged
0.0122193766388805,-0.289823591980993,0.357,0.464,1,Unchanged
0.0122876371728721,-0.306979645027007,0.417,0.514,1,Unchanged
0.0123058814305105,-0.140320195604998,0.139,0.208,1,Unchanged
0.0123410831522944,-0.0862358317028953,0.226,0.255,1,Unchanged
0.0123527906340259,-0.156974466332828,0.122,0.217,1,Unchanged
0.0123808076880487,0.00749518012007724,0.148,0.131,1,Unchanged
0.012434192115689,-0.0654827983438733,0.139,0.168,1,Unchanged
0.0124372017268996,-0.309493048534076,0.339,0.474,1,Unchanged
0.0124818043239697,-0.162587313506844,0.122,0.222,1,Unchanged
0.012536881296622,-0.132281540313289,0.113,0.2,1,Unchanged
0.0125641465646603,-1.48047722810759,0.974,0.998,1,Unchanged
0.0125733344053722,-0.0285781130633628,0.139,0.146,1,Unchanged
0.0125828489982127,-0.0625254449867005,0.13,0.161,1,Unchanged
0.0125961376495577,-0.0635119031727502,0.122,0.162,1,Unchanged
0.0126046819394438,-0.159933612213482,0.113,0.226,1,Unchanged
0.0126054778860588,-1.3146640589348,0.965,0.976,1,Unchanged
0.0126539063515269,-0.121498075521555,0.122,0.205,1,Unchanged
0.0126564722105564,-0.172637781384978,0.148,0.233,1,Unchanged
0.0126658199122407,-0.185764777034596,0.13,0.258,1,Unchanged
0.0126700168512616,0.0126056886198394,0.122,0.133,1,Unchanged
0.0126795639194433,-0.181793046177221,0.139,0.238,1,Unchanged
0.0127119594299763,-0.0941559199978895,0.122,0.177,1,Unchanged
0.0127165547623396,0.146182730091069,0.148,0.097,1,Unchanged
0.0127359891192195,-0.213438942253742,0.139,0.266,1,Unchanged
0.0127557806580039,0.054920790486042,0.183,0.124,1,Unchanged
0.0127746975591089,0.0501734801462797,0.165,0.143,1,Unchanged
0.0127846070992181,-0.579320960065919,0.652,0.739,1,Unchanged
0.0128272349282898,-0.242417498650572,0.287,0.369,1,Unchanged
0.0128347157921917,-0.143665544586733,0.148,0.211,1,Unchanged
0.0129105160808085,0.0103864061874279,0.157,0.134,1,Unchanged
0.0129139283123732,-0.0305972807000149,0.122,0.145,1,Unchanged
0.0129139677773003,-0.248148885573898,0.435,0.48,1,Unchanged
0.0129464053601716,-0.130476129652422,0.113,0.223,1,Unchanged
0.0129736994522064,-0.220011039647084,0.2,0.308,1,Unchanged
0.0129792853214937,-0.0775224256770709,0.113,0.162,1,Unchanged
0.0129806174665493,-0.19394065208111,0.157,0.275,1,Unchanged
0.0129965272073033,-1.15924431849931,0.365,0.617,1,Unchanged
0.0130063039832767,-0.0436688148075157,0.13,0.151,1,Unchanged
0.0130935777156917,-0.215857198028559,0.157,0.258,1,Unchanged
0.0131058152428365,-0.279717793514222,0.235,0.39,1,Unchanged
0.0131386547959361,-0.178629877943978,0.157,0.264,1,Unchanged
0.0131452428688829,-0.119758005100133,0.148,0.199,1,Unchanged
0.013186676218754,-0.0206346879399277,0.122,0.143,1,Unchanged
0.0132139555294157,1.20077998686206,0.261,0.007,1,Unchanged
0.0132391301694756,-0.114441889220897,0.122,0.187,1,Unchanged
0.0132464890918099,-0.716009946268591,0.904,0.972,1,Unchanged
0.0132682173564375,-0.174619940134651,0.104,0.234,1,Unchanged
0.0133071138143497,-1.45834993359089,0.93,0.937,1,Unchanged
0.0133146803729331,-0.214314098507991,0.148,0.269,1,Unchanged
0.0133519685269455,-0.218304345479489,0.148,0.278,1,Unchanged
0.0133816227633363,-0.169913144048442,0.122,0.219,1,Unchanged
0.0133943156325053,-0.331221509658268,0.4,0.561,1,Unchanged
0.0134162724748922,-0.208176826848329,0.157,0.267,1,Unchanged
0.0134888158503405,-0.311758923718306,0.374,0.526,1,Unchanged
0.0134925607887335,-0.0873300436036552,0.122,0.174,1,Unchanged
0.0135076998328923,-0.115400809190324,0.113,0.195,1,Unchanged
0.0135137020153747,-0.223209265644881,0.217,0.31,1,Unchanged
0.0135590638216992,-0.21295961715385,0.174,0.285,1,Unchanged
0.0135702135393129,-0.356753116734871,0.383,0.508,1,Unchanged
0.013579071182209,0.0127953148133654,0.157,0.131,1,Unchanged
0.0135859296043557,-0.233017994924834,0.209,0.317,1,Unchanged
0.0135932010244395,-0.19084954196224,0.122,0.234,1,Unchanged
0.0135974284480211,-0.106732885715344,0.13,0.182,1,Unchanged
0.0136375605361149,-0.197916478832477,0.374,0.429,1,Unchanged
0.0136759584196802,-0.242950858910834,0.174,0.29,1,Unchanged
0.0136855248103174,-0.184005392620342,0.165,0.269,1,Unchanged
0.0137088261839752,-0.19385130175495,0.148,0.248,1,Unchanged
0.0137273513720967,-0.0326823157044581,0.13,0.143,1,Unchanged
0.0137501963171019,-0.212053623347447,0.252,0.334,1,Unchanged
0.013787733477597,-0.197822623643238,0.13,0.239,1,Unchanged
0.0138079888899881,0.0499147703740652,0.174,0.114,1,Unchanged
0.0138093615048051,-0.202538627740832,0.139,0.246,1,Unchanged
0.0138911788473248,-0.0941559199978895,0.122,0.175,1,Unchanged
0.0138920746524461,-0.184385441367808,0.148,0.229,1,Unchanged
0.013904958994305,-0.120550492537809,0.13,0.194,1,Unchanged
0.0139058367081427,-0.219744791522722,0.139,0.294,1,Unchanged
0.013920622728335,-0.27144967176721,0.287,0.401,1,Unchanged
0.0139447997294623,-0.0236560399151647,0.13,0.149,1,Unchanged
0.0139455911700776,0.230742664471594,0.183,0.076,1,Unchanged
0.0139476372897069,-0.0504345425685716,0.148,0.159,1,Unchanged
0.0139714839131594,-0.187373511015954,0.165,0.261,1,Unchanged
0.0139803324768764,-0.136337384340111,0.113,0.184,1,Unchanged
0.0139978862349765,-0.00165836159700652,0.139,0.136,1,Unchanged
0.0140007354099638,-0.250076359641215,0.296,0.363,1,Unchanged
0.0140017159225177,-0.082127581340097,0.113,0.181,1,Unchanged
0.0140587865119907,-0.0762748550946592,0.13,0.166,1,Unchanged
0.0140639629929544,-0.195145180794547,0.148,0.24,1,Unchanged
0.014073562722293,-0.148359477001215,0.148,0.205,1,Unchanged
0.0140909415429261,-0.248898001084239,0.183,0.349,1,Unchanged
0.014102999618108,-0.00095455437608688,0.139,0.133,1,Unchanged
0.0141120081990765,-0.151375384113994,0.122,0.203,1,Unchanged
0.0141175525124137,-0.0633475403083297,0.122,0.164,1,Unchanged
0.0141189990918779,-0.11675392444973,0.139,0.191,1,Unchanged
0.0141509906421146,-0.604819046328822,0.678,0.824,1,Unchanged
0.014177157979256,-0.220011039647084,0.191,0.286,1,Unchanged
0.014181062451125,-0.238801681529607,0.209,0.371,1,Unchanged
0.0141844059299674,-0.233832386727938,0.191,0.312,1,Unchanged
0.0141874275876003,-0.128413781128294,0.113,0.209,1,Unchanged
0.014210579249838,-0.212764385601765,0.165,0.264,1,Unchanged
0.0142564786429292,-0.0945555512054725,0.104,0.172,1,Unchanged
0.0142667822669438,-0.164406266622296,0.122,0.219,1,Unchanged
0.0143128682376139,-0.261365790349577,0.209,0.338,1,Unchanged
0.0143181170058242,-0.247471140250506,0.374,0.463,1,Unchanged
0.0143181552244921,-0.139168975123273,0.13,0.201,1,Unchanged
0.0143303443015384,-0.184885353026329,0.165,0.251,1,Unchanged
0.0143503047272764,-0.113660075498792,0.122,0.199,1,Unchanged
0.0143722508454968,-0.2232932574453,0.261,0.299,1,Unchanged
0.0144220665117265,-0.0814534772669859,0.113,0.17,1,Unchanged
0.0144477092300424,0.0553553360791765,0.174,0.116,1,Unchanged
0.0144506442068757,-1.0901509869002,0.017,0.123,1,Unchanged
0.0144783174862014,-0.120684889192978,0.13,0.186,1,Unchanged
0.0144953785434225,-0.270129653006436,0.313,0.395,1,Unchanged
0.0145183887132916,-0.211094850956296,0.2,0.34,1,Unchanged
0.0145225314885792,-0.0853738466383288,0.122,0.171,1,Unchanged
0.0145665254654064,-0.16718335129287,0.122,0.223,1,Unchanged
0.0145812270311011,-0.14745694644886,0.165,0.235,1,Unchanged
0.014599909478605,-0.00497600657127753,0.157,0.136,1,Unchanged
0.0146040879674476,-0.219943496163334,0.148,0.259,1,Unchanged
0.014609985440944,-0.233174215286751,0.235,0.33,1,Unchanged
0.0146264038024547,-0.104323327454293,0.113,0.181,1,Unchanged
0.0146276606894551,0.0136299662921788,0.148,0.131,1,Unchanged
0.0146570635610257,-0.488285633312298,0.635,0.709,1,Unchanged
0.0146907411645546,-0.0941559199978895,0.113,0.179,1,Unchanged
0.0147465900873239,-0.0466118932777726,0.122,0.154,1,Unchanged
0.0147593135854894,-0.168107859521168,0.122,0.212,1,Unchanged
0.0147641884587697,-0.211577470651323,0.209,0.355,1,Unchanged
0.0147704973452082,-0.0535265694973026,0.13,0.161,1,Unchanged
0.0147733037939058,-0.188878422392189,0.139,0.236,1,Unchanged
0.0149481101516955,-0.0654827983438733,0.13,0.161,1,Unchanged
0.0150132929292659,-0.218167280011675,0.174,0.299,1,Unchanged
0.0150173805461327,-0.0346805086013012,0.148,0.139,1,Unchanged
0.0150555993083921,-0.710518195621662,0.861,0.945,1,Unchanged
0.0150954618234351,-0.190496519287797,0.13,0.251,1,Unchanged
0.0151235814021306,0.0162627898030614,0.157,0.129,1,Unchanged
0.015140921582267,-0.909637553554953,0.47,0.799,1,Unchanged
0.0151707625179451,0.185758026894062,0.191,0.081,1,Unchanged
