p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expression
0.0645888822073951,0.0140569633772769,0.122,0.097,1,Unchanged
0.0646569396744754,-0.184256864651811,0.087,0.187,1,Unchanged
0.064741972076016,0.0680961792337751,0.165,0.083,1,Unchanged
0.0647435670797181,-0.263485489592002,0.157,0.282,1,Unchanged
0.0647905317928178,-0.0820029707190254,0.087,0.127,1,Unchanged
0.0648648360393462,-0.0707358595295259,0.078,0.123,1,Unchanged
0.0648939792190327,-0.13284352781768,0.061,0.15,1,Unchanged
0.0649009438939739,-0.20072476667213,0.07,0.2,1,Unchanged
0.0649301522363762,-0.272380037983082,0.13,0.249,1,Unchanged
0.0649819955123497,-0.127546379055525,0.061,0.146,1,Unchanged
0.0650086607954787,-0.152566255220688,0.078,0.158,1,Unchanged
0.0651041827358667,-0.264179677768511,0.191,0.296,1,Unchanged
0.0651173853409905,-0.0166520739466482,0.104,0.103,1,Unchanged
0.0652387458518639,-0.0956300902678358,0.078,0.132,1,Unchanged
0.0653441513619774,-0.487828480296759,0.548,0.665,1,Unchanged
0.0653986268547612,-0.113412094851889,0.07,0.142,1,Unchanged
0.0655317958490309,-0.0984706012088555,0.087,0.129,1,Unchanged
0.0655469395854925,-0.17692474577107,0.061,0.17,1,Unchanged
0.0656315344166477,-0.325881097311928,0.374,0.51,1,Unchanged
0.065637855998348,-0.172988972974075,0.061,0.176,1,Unchanged
0.0656820070210926,-0.124529239494619,0.07,0.142,1,Unchanged
0.0656929564229435,-0.0561520389041262,0.087,0.116,1,Unchanged
0.0657132191262462,-0.110365219293025,0.07,0.138,1,Unchanged
0.0657382033824033,-0.0881117803016709,0.087,0.129,1,Unchanged
0.0657741900005249,-0.0735649699898159,0.078,0.129,1,Unchanged
0.0658031746095219,-0.107804804213938,0.07,0.141,1,Unchanged
0.0660647718726045,-0.022942905313528,0.087,0.107,1,Unchanged
0.0660830056179483,-0.232771692920447,0.078,0.213,1,Unchanged
0.066183345195176,-0.0860783831491428,0.087,0.133,1,Unchanged
0.0662075209254731,-0.233272541750642,0.104,0.21,1,Unchanged
0.0662316937287243,-0.406918671674951,0.4,0.572,1,Unchanged
0.0662606960946806,-0.10016224154211,0.07,0.133,1,Unchanged
0.0662838937521671,-0.059380061758355,0.07,0.116,1,Unchanged
0.0664103838400901,-0.0071640928237201,0.104,0.1,1,Unchanged
0.0664130989737641,-0.0406111880083478,0.078,0.111,1,Unchanged
0.0664425893394406,-0.124878317572879,0.07,0.145,1,Unchanged
0.0665158476086293,-0.0915489134560187,0.078,0.129,1,Unchanged
0.0666353877132915,-0.127870427268044,0.07,0.145,1,Unchanged
0.0666711514116265,-1.19611053675637,0.835,0.932,1,Unchanged
0.066738042340908,0.134845186156787,0.148,0.065,1,Unchanged
0.0667447252301939,-0.311652772052512,0.2,0.343,1,Unchanged
0.0667546071085209,-0.0589670545111798,0.07,0.125,1,Unchanged
0.0667571923097912,-0.517836447468749,0.583,0.758,1,Unchanged
0.0667834287327274,-0.266125200986506,0.139,0.287,1,Unchanged
0.0668192020921484,-0.111840317449095,0.061,0.135,1,Unchanged
0.0668379120307808,-0.197880148515786,0.078,0.19,1,Unchanged
0.0668999476943728,-0.269545068922547,0.165,0.26,1,Unchanged
0.0669507919770339,0.000646232147249126,0.113,0.099,1,Unchanged
0.0670025359419258,-0.0333010997760886,0.096,0.111,1,Unchanged
0.0670649527790977,-0.348418447872558,0.313,0.424,1,Unchanged
0.0672045423280168,-0.166189417363864,0.052,0.16,1,Unchanged
0.0672269595853943,-0.212406571719766,0.061,0.195,1,Unchanged
0.0672652567861948,-0.162247680926718,0.061,0.163,1,Unchanged
0.0672695741165492,-0.0385263682222915,0.078,0.109,1,Unchanged
0.0672878582578527,-0.347755596934691,0.383,0.534,1,Unchanged
0.0673389299535017,-0.00112758182961317,0.07,0.101,1,Unchanged
0.0673413019437054,-0.14650978302812,0.07,0.151,1,Unchanged
0.0673705933107551,-0.14650978302812,0.07,0.151,1,Unchanged
0.067499713899935,-0.105782806628727,0.078,0.133,1,Unchanged
0.067537711194205,-0.0761408455943013,0.078,0.127,1,Unchanged
0.0675489051658819,0.463293808680655,0.287,0.015,1,Unchanged
0.0676233275618579,-0.603282466099543,0.148,0.304,1,Unchanged
0.0676257651788538,-0.256889537795243,0.096,0.225,1,Unchanged
0.0676339453577916,-0.293548884855542,0.139,0.281,1,Unchanged
0.067763902014554,-0.0573057335204964,0.078,0.12,1,Unchanged
0.067771613551476,-0.103271587472677,0.078,0.137,1,Unchanged
0.0677879137489362,-0.140765002988337,0.078,0.14,1,Unchanged
0.0677958713049243,-0.336099827674266,0.287,0.345,1,Unchanged
0.0678656935439542,-0.0134963416474367,0.096,0.103,1,Unchanged
0.0678718772531036,-0.114859561747889,0.07,0.136,1,Unchanged
0.0678779162798393,-0.146339097500025,0.061,0.151,1,Unchanged
0.0680268721507992,-0.307200829137241,0.2,0.325,1,Unchanged
0.0680433620843908,-0.152566255220688,0.078,0.158,1,Unchanged
0.0680915734641672,-0.0364385313298481,0.096,0.107,1,Unchanged
0.0681073684683816,-0.189136792396919,0.087,0.172,1,Unchanged
0.0681390755190264,-0.0895039874709943,0.078,0.125,1,Unchanged
0.0681549923657277,-0.0686778063404447,0.07,0.121,1,Unchanged
0.0681759562237067,-0.133282944674579,0.061,0.144,1,Unchanged
0.0681837120501509,0.076310868145279,0.122,0.078,1,Unchanged
0.068256416353592,-0.263908122754591,0.174,0.297,1,Unchanged
0.068273968769919,0.0318172216893496,0.122,0.09,1,Unchanged
0.0682982103652271,-0.0812951741954615,0.07,0.125,1,Unchanged
0.0683679166732275,-0.157375733366285,0.061,0.163,1,Unchanged
0.0684175630576832,-0.236856879099681,0.104,0.199,1,Unchanged
0.0684499561443746,-0.0730393860532616,0.061,0.121,1,Unchanged
0.0684643667424601,-0.0655852112850631,0.087,0.116,1,Unchanged
0.0685236683549546,-0.284139497638719,0.2,0.322,1,Unchanged
0.0685363051474889,-0.102744486711321,0.078,0.133,1,Unchanged
0.0685434168645241,-0.088480436494475,0.07,0.131,1,Unchanged
0.068558151804213,-0.045810094682667,0.078,0.116,1,Unchanged
0.068583675129047,-0.103757971151236,0.07,0.136,1,Unchanged
0.0686069398759789,-0.10934816247199,0.07,0.131,1,Unchanged
0.068627128809905,-0.114288402860745,0.07,0.136,1,Unchanged
0.0686379193572963,-0.313034217756325,0.217,0.356,1,Unchanged
0.0686596999727314,-0.202714901941527,0.061,0.19,1,Unchanged
0.0686759619754646,-0.209252417705079,0.165,0.269,1,Unchanged
0.0687041581549535,-0.0909174570648025,0.061,0.128,1,Unchanged
0.0689423569432033,-0.150470513150365,0.061,0.159,1,Unchanged
0.0689658591456079,-0.145867120055778,0.078,0.151,1,Unchanged
0.0690126934006615,-0.16026867507334,0.061,0.16,1,Unchanged
0.0690134629435898,-0.0636948011213889,0.078,0.116,1,Unchanged
0.0690810616272417,-0.254646192543209,0.087,0.248,1,Unchanged
0.0691246555231966,-0.107804804213938,0.078,0.139,1,Unchanged
0.0691707649542768,-0.115439776198871,0.052,0.139,1,Unchanged
0.0692554871158491,-0.140327859466163,0.061,0.144,1,Unchanged
0.0693993961765556,-0.153433941184911,0.07,0.157,1,Unchanged
0.069435779119545,-0.178865156340505,0.07,0.167,1,Unchanged
0.0694758341713201,-0.208612499734557,0.07,0.189,1,Unchanged
0.0695074197295998,-0.699000895311849,0.243,0.543,1,Unchanged
0.069513761930116,-0.115136603523274,0.087,0.144,1,Unchanged
0.0696223107573532,-0.112397184475254,0.07,0.139,1,Unchanged
0.0697193128806048,-0.212406571719766,0.07,0.192,1,Unchanged
0.0697250474952822,-0.140548224789403,0.07,0.151,1,Unchanged
0.0697597465998601,-0.0293040767813657,0.096,0.111,1,Unchanged
0.0697807188408913,-0.294760402352334,0.157,0.3,1,Unchanged
0.0698037053157204,-0.0614514117780499,0.087,0.119,1,Unchanged
0.0698143554581918,-0.287057692021872,0.096,0.277,1,Unchanged
0.0698304659208139,-0.476616341070879,0.522,0.618,1,Unchanged
0.0698410582913161,-0.111840317449095,0.061,0.146,1,Unchanged
0.0698445073551189,-0.0354428683417866,0.096,0.11,1,Unchanged
0.0698900820727226,-0.11645254917194,0.07,0.138,1,Unchanged
0.069940959676089,-0.0707358595295259,0.07,0.126,1,Unchanged
0.070000653586231,-0.0962168299387262,0.052,0.133,1,Unchanged
0.070018187585482,-0.165242940723435,0.07,0.161,1,Unchanged
0.070025508050775,0.0334722693892374,0.113,0.09,1,Unchanged
0.070091103978007,-0.212271240821408,0.087,0.19,1,Unchanged
0.0701122073625836,-0.202618067522449,0.078,0.193,1,Unchanged
0.070130229544883,-0.249698519588054,0.087,0.234,1,Unchanged
0.0701460180999263,-0.511667570746406,0.496,0.697,1,Unchanged
0.0701930033767115,-0.0624859726261766,0.052,0.12,1,Unchanged
0.0702430908350644,-0.0833517604893991,0.078,0.125,1,Unchanged
0.0702569840060796,-0.151458998999853,0.061,0.157,1,Unchanged
0.0703582388550617,-0.0385752656800019,0.113,0.116,1,Unchanged
0.0703963335169404,-0.320380234661965,0.296,0.378,1,Unchanged
0.0704377625345523,-0.327300734808598,0.278,0.453,1,Unchanged
0.0704727488612675,-0.0925702905187777,0.078,0.129,1,Unchanged
0.070540394678768,-0.12352212249673,0.07,0.142,1,Unchanged
0.0705766603505595,-0.311259528966291,0.2,0.358,1,Unchanged
0.0706176746828472,0.0158330254517494,0.104,0.092,1,Unchanged
0.0706265905719671,-0.172988972974075,0.07,0.174,1,Unchanged
0.0706527439639633,-0.0097854477267203,0.104,0.105,1,Unchanged
0.0707806235627699,-0.235354853934449,0.061,0.21,1,Unchanged
0.0709167958843986,0.0137020131870525,0.113,0.09,1,Unchanged
0.0710102298706247,-0.0946108779040831,0.078,0.129,1,Unchanged
0.0710115315560205,-0.0591025686089464,0.087,0.12,1,Unchanged
0.0711068576580468,-0.127546379055525,0.061,0.144,1,Unchanged
0.071126862904226,-0.188189209413172,0.087,0.179,1,Unchanged
0.0711698999337899,-0.137558182183592,0.07,0.146,1,Unchanged
0.0711737898726351,-0.188189209413172,0.078,0.177,1,Unchanged
0.0713665914772068,-0.0541886382332293,0.078,0.109,1,Unchanged
0.0713737501455018,-0.165227154327543,0.061,0.157,1,Unchanged
0.0714011944418946,-0.0720040827860913,0.052,0.123,1,Unchanged
0.0714043925435572,-0.21168703549215,0.078,0.23,1,Unchanged
0.0714168474910201,-0.270566048435729,0.087,0.258,1,Unchanged
0.0714355532919383,-0.169136899378625,0.052,0.162,1,Unchanged
0.0714477294277049,-0.925827298478763,0.939,0.987,1,Unchanged
0.0714553080280271,-0.326944784358914,0.27,0.423,1,Unchanged
0.071527412034035,-0.10016224154211,0.07,0.133,1,Unchanged
0.0715828489138674,-0.172142775361632,0.052,0.168,1,Unchanged
0.0716552543843082,-0.253298509081463,0.096,0.252,1,Unchanged
0.0716833608916428,-0.199342019067244,0.061,0.181,1,Unchanged
0.0717059327915535,-0.1613067849562,0.061,0.161,1,Unchanged
0.0717895435669968,-0.162247680926718,0.061,0.157,1,Unchanged
0.0718144145537637,-0.088480436494475,0.07,0.128,1,Unchanged
0.0718167468703236,-0.660308104858593,0.8,0.893,1,Unchanged
0.0718860746017747,-0.147338539895998,0.061,0.154,1,Unchanged
0.0718943052182052,-0.106292682951718,0.07,0.133,1,Unchanged
0.0719048515472816,-0.0935909449942371,0.07,0.13,1,Unchanged
0.0719388291743786,-0.129241779452715,0.061,0.144,1,Unchanged
0.0719728284164384,-0.072790981017915,0.087,0.119,1,Unchanged
0.0719966271738463,-0.124174352251608,0.061,0.14,1,Unchanged
0.0720162303237378,-0.162287876487304,0.061,0.16,1,Unchanged
0.0720543983048763,-0.140327859466163,0.061,0.146,1,Unchanged
0.072115622642842,-0.10118579251863,0.07,0.131,1,Unchanged
0.0721550839967394,-0.13563763699609,0.096,0.156,1,Unchanged
0.0722511930522597,-0.117872500624136,0.061,0.142,1,Unchanged
0.0722730842521324,-0.513787800026862,0.522,0.705,1,Unchanged
0.0723267833403624,0.0915186337448909,0.122,0.073,1,Unchanged
0.0723574067972705,-0.084042115992624,0.078,0.129,1,Unchanged
0.0724224288765705,-0.0178911115082641,0.087,0.103,1,Unchanged
0.0724229733855131,-0.0751077663944906,0.078,0.121,1,Unchanged
0.0725185695709255,-0.0996997545768827,0.07,0.13,1,Unchanged
0.0726087917095751,-0.0521068268461772,0.087,0.111,1,Unchanged
0.0726759283432513,-0.224495137730831,0.157,0.226,1,Unchanged
0.0726979475740954,-0.0489784662978851,0.087,0.111,1,Unchanged
0.072710450455218,-0.0584770918503699,0.078,0.113,1,Unchanged
0.0727376393488047,-0.264337615521788,0.087,0.259,1,Unchanged
0.0727694886204383,-0.181770887515916,0.07,0.174,1,Unchanged
0.0727787375747581,-0.110365219293025,0.07,0.133,1,Unchanged
0.0728026390530905,-0.0635197921192788,0.087,0.119,1,Unchanged
0.0728334546410988,-0.135299290273084,0.061,0.146,1,Unchanged
0.0729154484791351,-0.0870954399701779,0.087,0.123,1,Unchanged
0.0729710046955339,-0.18660080512011,0.061,0.167,1,Unchanged
0.0730052047188174,-0.0541886382332293,0.087,0.111,1,Unchanged
0.0730475225869577,-0.16718335129287,0.07,0.16,1,Unchanged
0.0730538352335001,-0.299400888869535,0.191,0.373,1,Unchanged
0.0730699557146727,-0.0508448934897322,0.096,0.117,1,Unchanged
0.0730999796323647,-0.0981129584690064,0.07,0.131,1,Unchanged
0.0731047461123757,-0.0935909449942371,0.078,0.129,1,Unchanged
0.0731056382581616,-0.0498264006547109,0.087,0.113,1,Unchanged
0.0731161992678711,-0.0551211742365505,0.087,0.116,1,Unchanged
0.0731810747775949,-0.0499557729402205,0.087,0.109,1,Unchanged
0.0731954048088177,-0.044796738613918,0.078,0.112,1,Unchanged
0.0732059032424496,0.358513200008599,0.139,0.033,1,Unchanged
0.0732460374821971,-0.0956300902678358,0.078,0.129,1,Unchanged
0.0733229053292934,-0.00822139960676235,0.096,0.1,1,Unchanged
0.0733463404577185,-0.175745364796294,0.07,0.171,1,Unchanged
0.0733499535867178,-0.143532083228224,0.07,0.144,1,Unchanged
0.0733605515177448,-0.278319021527577,0.104,0.237,1,Unchanged
0.0733645373567342,-0.190453130615717,0.07,0.175,1,Unchanged
0.0733680779233661,-0.273016263304994,0.096,0.252,1,Unchanged
0.073378773452464,-0.229795328592548,0.052,0.192,1,Unchanged
0.0733881377622025,-0.125535653934378,0.061,0.142,1,Unchanged
0.0734810871420568,-0.751069615454687,0.2,0.504,1,Unchanged
0.0734961508061664,0.00944940866089528,0.104,0.095,1,Unchanged
0.0735255340039402,-0.038501332082439,0.087,0.108,1,Unchanged
0.0735349460659222,-0.335103216844805,0.304,0.439,1,Unchanged
0.0735463857184255,-0.0782047873495916,0.07,0.121,1,Unchanged
0.0735955465082992,-0.909588857792193,0.965,0.996,1,Unchanged
0.0736254528472418,-0.651332137593272,0.035,0.244,1,Unchanged
0.0736503037262287,-0.250272945577937,0.165,0.269,1,Unchanged
0.0736773328224139,-0.147338539895998,0.061,0.152,1,Unchanged
0.073728919331116,-0.208612499734557,0.07,0.189,1,Unchanged
0.0737749785591125,-0.747423441771623,0.296,0.561,1,Unchanged
0.0737867699416736,-0.172988972974075,0.035,0.168,1,Unchanged
0.0739650669424358,-0.0604161085108795,0.078,0.118,1,Unchanged
0.074012173389506,-0.300244881084459,0.2,0.327,1,Unchanged
0.0743644475775408,-0.0635197921192788,0.087,0.118,1,Unchanged
0.0743755515500548,-0.121505776898225,0.07,0.136,1,Unchanged
0.0744388659092055,-0.0458433074236069,0.078,0.11,1,Unchanged
0.0744535637216331,-0.38181130117346,0.383,0.55,1,Unchanged
0.0744711433951909,-0.0940056388523729,0.07,0.129,1,Unchanged
0.0744796506450137,-0.118475964708237,0.061,0.136,1,Unchanged
0.0744853526065971,-0.0206826953618878,0.078,0.103,1,Unchanged
0.0746435117248387,-0.0847211911008969,0.061,0.122,1,Unchanged
0.0746564140570355,-0.0812951741954615,0.078,0.122,1,Unchanged
0.0746974688680874,-0.147165457715912,0.104,0.161,1,Unchanged
0.0747168199537846,-0.164223975812326,0.061,0.161,1,Unchanged
0.0747613116180697,0.015378475827368,0.113,0.089,1,Unchanged
0.0747630977743271,-0.0720040827860913,0.07,0.118,1,Unchanged
0.0748247293724089,-0.0905268127821024,0.07,0.124,1,Unchanged
0.074834046016918,-0.0771731855602749,0.078,0.118,1,Unchanged
0.0748859946927311,-0.195306952207258,0.096,0.198,1,Unchanged
0.0749120714479462,-0.306781423847139,0.252,0.38,1,Unchanged
0.0749875139654475,-0.0624859726261766,0.087,0.119,1,Unchanged
0.0749897122375413,-0.118475964708237,0.061,0.134,1,Unchanged
0.0749960261905474,-0.234963826681509,0.07,0.21,1,Unchanged
0.0750125802136482,0.148396481141986,0.174,0.059,1,Unchanged
0.0750553477841766,-0.0864311534213711,0.07,0.122,1,Unchanged
0.0750968142062321,-0.407954301944172,0.452,0.613,1,Unchanged
0.0751369489641657,-0.121505776898225,0.061,0.144,1,Unchanged
0.0751454944258086,-0.243005859579562,0.061,0.199,1,Unchanged
0.0752140062397474,-0.216887868891778,0.07,0.203,1,Unchanged
0.0752523998328689,0.190610196151498,0.165,0.051,1,Unchanged
0.0752638899145043,-0.0688937077957081,0.07,0.116,1,Unchanged
0.0753775022798991,-0.232375064246807,0.087,0.207,1,Unchanged
0.0753932615185515,-0.314574735832107,0.183,0.339,1,Unchanged
0.075398538870434,-0.0857557519490236,0.07,0.123,1,Unchanged
0.0754768605740369,-0.0478844229205256,0.096,0.11,1,Unchanged
0.0754899182726906,-0.11645254917194,0.07,0.133,1,Unchanged
0.0755083006483994,-0.153973494075259,0.096,0.148,1,Unchanged
0.0755779454806993,-0.132560965407221,0.07,0.142,1,Unchanged
0.0755927629619729,-0.164271755872966,0.07,0.16,1,Unchanged
0.0756327084084837,-0.128229716948293,0.061,0.142,1,Unchanged
0.0756457536751896,-0.270547189060705,0.139,0.289,1,Unchanged
0.0756597745286068,-0.119268369976371,0.061,0.146,1,Unchanged
0.0756949702285803,-0.244573383963828,0.078,0.225,1,Unchanged
0.0757060647059746,-0.0166520739466482,0.096,0.102,1,Unchanged
0.0757151402096002,-0.0395524760567272,0.087,0.107,1,Unchanged
0.0757403467077963,-0.10016224154211,0.07,0.129,1,Unchanged
0.0757929758781034,-0.12352212249673,0.061,0.142,1,Unchanged
0.0758529409911256,-0.364394955899477,0.304,0.396,1,Unchanged
0.0758643169959935,-0.158286950804473,0.061,0.157,1,Unchanged
0.0758866207788636,-0.120107555926846,0.061,0.138,1,Unchanged
0.0759054189560493,-0.498114252561185,0.496,0.701,1,Unchanged
0.0759141412671255,-0.208747161808521,0.13,0.228,1,Unchanged
0.07592561654802,0.0339419570378866,0.122,0.085,1,Unchanged
0.0759693847286739,-0.054809372412716,0.113,0.11,1,Unchanged
0.0759884839070535,-0.156302500641668,0.052,0.156,1,Unchanged
0.076001208944566,-0.279344026928341,0.148,0.283,1,Unchanged
0.0760060195445526,-0.0981129584690064,0.061,0.129,1,Unchanged
0.0760475380901812,-0.384907691846911,0.409,0.591,1,Unchanged
0.0760846644210484,-0.260292755684351,0.174,0.318,1,Unchanged
0.0761110119676809,-0.0805755128433434,0.07,0.119,1,Unchanged
0.07616733459491,-0.177724511074456,0.087,0.162,1,Unchanged
0.0762178271369563,-0.110365219293025,0.07,0.129,1,Unchanged
0.0762775928053956,-0.15921264018429,0.052,0.154,1,Unchanged
0.0762893074476279,-0.29348469803637,0.191,0.334,1,Unchanged
0.0763324048305453,-0.189312485349667,0.078,0.164,1,Unchanged
0.0763856138426283,-0.222942205871906,0.104,0.226,1,Unchanged
0.0764084013247313,-0.0260780641878061,0.087,0.11,1,Unchanged
0.0765414312139284,-0.107311895315471,0.052,0.13,1,Unchanged
0.076563869139011,-0.0805755128433434,0.07,0.119,1,Unchanged
0.0766006616117815,0.186886130694547,0.183,0.05,1,Unchanged
0.0766013085489388,-0.131263777037927,0.061,0.143,1,Unchanged
0.0766768805192658,-0.114426291758956,0.07,0.135,1,Unchanged
0.0767008482933496,-0.127216943975225,0.061,0.14,1,Unchanged
0.0767653423726476,-0.220062910895819,0.061,0.195,1,Unchanged
0.0767949751454957,-0.0792356520171673,0.052,0.124,1,Unchanged
0.0767956341494428,-0.28097812532576,0.139,0.26,1,Unchanged
0.0768182131461008,-0.127216943975225,0.061,0.139,1,Unchanged
0.0769263911358308,-0.117872500624136,0.078,0.135,1,Unchanged
0.076957034697149,-0.111381559624518,0.061,0.13,1,Unchanged
0.0770658378694515,-0.118875416925136,0.078,0.142,1,Unchanged
0.0770742883030345,-0.0657766125084411,0.078,0.113,1,Unchanged
0.0771412606537816,-0.201399066630783,0.087,0.19,1,Unchanged
0.0771464871409362,-0.154208490037417,0.052,0.151,1,Unchanged
0.0772051021332038,-0.222942205871906,0.096,0.203,1,Unchanged
0.0772299744807433,-0.192375442746745,0.061,0.179,1,Unchanged
0.077234814354455,-0.184813245314661,0.061,0.176,1,Unchanged
0.0772421238106429,-0.232985409688616,0.061,0.218,1,Unchanged
0.077276167667419,-0.119877636514513,0.07,0.139,1,Unchanged
0.0773335709732047,-0.139168975123273,0.148,0.12,1,Unchanged
0.0773358161347695,-0.106292682951718,0.07,0.133,1,Unchanged
0.0773418699592831,-0.120262303905377,0.087,0.139,1,Unchanged
0.0773778061431593,-0.0833517604893991,0.061,0.124,1,Unchanged
0.0774774536838797,-0.265828197374363,0.096,0.238,1,Unchanged
0.0776021664148945,-0.216585591369141,0.061,0.19,1,Unchanged
0.0776340703524802,-0.203855835218205,0.07,0.179,1,Unchanged
0.0777234381121545,-0.250076359641215,0.078,0.204,1,Unchanged
0.077750720168132,-0.27838591361248,0.113,0.271,1,Unchanged
0.0777955831791429,-0.322208283517988,0.287,0.432,1,Unchanged
0.0777958192266046,-0.177724511074456,0.078,0.182,1,Unchanged
0.077916044933628,-0.119486609261573,0.061,0.137,1,Unchanged
0.0779300441813714,-0.241477133640184,0.052,0.203,1,Unchanged
0.0780518640753808,-0.0177024526176476,0.104,0.102,1,Unchanged
0.0780975628684818,-0.997096167281572,0.139,0.334,1,Unchanged
0.078160232246885,-0.20766242064794,0.052,0.179,1,Unchanged
0.0781749658593827,-0.198527479621251,0.104,0.163,1,Unchanged
0.0781965815148992,-0.154420399370961,0.061,0.153,1,Unchanged
0.0783812282484295,-0.0847211911008969,0.07,0.124,1,Unchanged
0.0784598469225373,-0.0292064247360982,0.078,0.101,1,Unchanged
0.0784604548807344,-0.0630110516675301,0.096,0.113,1,Unchanged
0.0784899021338668,-0.104276599732678,0.078,0.126,1,Unchanged
0.0784990850874485,-0.200305421467578,0.052,0.174,1,Unchanged
0.0785386251963016,-0.1947317992134,0.113,0.207,1,Unchanged
0.0785600459323328,-0.103724753439645,0.052,0.13,1,Unchanged
0.0786143076131937,-0.129241779452715,0.052,0.141,1,Unchanged
0.0787455925104279,-0.159342598075686,0.07,0.161,1,Unchanged
0.0787594191650394,-0.10016224154211,0.052,0.132,1,Unchanged
0.078821185044734,-0.097087224305009,0.07,0.125,1,Unchanged
0.0789040129395718,-0.417218527698446,0.435,0.595,1,Unchanged
0.0789958025043322,-0.0562674498910193,0.052,0.116,1,Unchanged
0.0790625967564875,-0.0823238338047377,0.061,0.121,1,Unchanged
0.0790794161363841,-0.255335982200571,0.052,0.214,1,Unchanged
0.0791165237169817,-0.229679277026634,0.113,0.225,1,Unchanged
0.0791485200705828,-0.241232021769864,0.078,0.199,1,Unchanged
0.0791540725722774,-0.170043005432111,0.078,0.165,1,Unchanged
0.0791773827256489,-0.204853769258925,0.07,0.191,1,Unchanged
0.0791971407667906,-0.0635197921192788,0.087,0.116,1,Unchanged
0.0792383336162646,-0.0521068268461772,0.087,0.108,1,Unchanged
0.0792657711751941,-0.0541886382332293,0.087,0.111,1,Unchanged
0.0792724660638593,-0.0333010997760886,0.096,0.103,1,Unchanged
0.0794532474533065,-0.161354272490672,0.07,0.149,1,Unchanged
0.0794946402119383,-0.144525332865315,0.07,0.146,1,Unchanged
0.0795139237154941,-0.191220812401576,0.078,0.171,1,Unchanged
0.0796028352775893,-0.272861429187407,0.087,0.238,1,Unchanged
0.0797550265596879,-0.162247680926718,0.061,0.15,1,Unchanged
0.079755525045407,-0.37947240870291,0.348,0.525,1,Unchanged
0.0797675222641711,-0.145517899152068,0.052,0.152,1,Unchanged
0.079834723469464,-0.282660568712806,0.113,0.266,1,Unchanged
0.0798748928847048,-0.252072248879383,0.139,0.248,1,Unchanged
0.0802980673638255,-0.215216047714671,0.104,0.207,1,Unchanged
0.080320728875434,-0.774963934359118,0,0.151,1,Unchanged
0.080321133124936,-0.436749830623417,0.496,0.627,1,Unchanged
0.0804094696829751,-0.12620345953531,0.061,0.139,1,Unchanged
0.0804779380370027,-0.288988188684817,0.2,0.32,1,Unchanged
0.0804812632321069,-0.162206819828844,0.052,0.154,1,Unchanged
0.0805294105032661,-0.0584770918503699,0.078,0.116,1,Unchanged
0.0805528979500617,-0.15119764712017,0.052,0.151,1,Unchanged
0.080567049742895,-0.122610315205609,0.087,0.131,1,Unchanged
0.0805960642199018,-0.312010215848663,0.139,0.296,1,Unchanged
0.0805974231181634,-0.16026867507334,0.061,0.152,1,Unchanged
0.0806868326627325,-0.0490373959640641,0.078,0.107,1,Unchanged
0.0807114401590643,-0.12352212249673,0.07,0.134,1,Unchanged
0.0807608772941501,-0.14650978302812,0.07,0.151,1,Unchanged
0.0807687763664653,-0.288120897094297,0.165,0.343,1,Unchanged
0.0808733705831537,-0.718524295194452,0.052,0.374,1,Unchanged
0.0808999350492273,-0.206711715479507,0.078,0.195,1,Unchanged
0.0810132794245387,-0.0898865923972269,0.061,0.123,1,Unchanged
0.0810195816694214,-0.0500893063576508,0.078,0.107,1,Unchanged
0.0810496601503357,-0.0595221444428893,0.07,0.111,1,Unchanged
0.0811948754856679,-0.193335639148838,0.061,0.176,1,Unchanged
0.0812008967722414,-0.130557221972771,0.07,0.147,1,Unchanged
0.0812186540894526,-0.0395691547085219,0.078,0.107,1,Unchanged
0.0813204062900411,-0.0271216049500419,0.061,0.109,1,Unchanged
0.0813365960633423,-0.112397184475254,0.07,0.138,1,Unchanged
0.0814080971398541,-0.191611551590927,0.052,0.166,1,Unchanged
0.0814171737806619,-0.0584770918503699,0.078,0.109,1,Unchanged
0.0814559996324974,-0.724856630441697,0.383,0.657,1,Unchanged
0.0815881638624887,-0.23649038727988,0.087,0.207,1,Unchanged
0.0815887021077395,-0.0857557519490236,0.07,0.124,1,Unchanged
0.0816793079836367,-0.230723405202803,0.07,0.203,1,Unchanged
0.0817195183782598,-0.12352212249673,0.07,0.138,1,Unchanged
0.0817860565694554,-0.271164929874977,0.07,0.265,1,Unchanged
0.0818613616022725,-0.125189262628242,0.052,0.139,1,Unchanged
0.0819131927757773,-0.464525807901959,0.565,0.682,1,Unchanged
0.0819207723677275,-0.201546545349538,0.043,0.185,1,Unchanged
0.0819430449016231,-0.282660568712806,0.087,0.26,1,Unchanged
0.0819947722285207,-0.096060760340762,0.07,0.121,1,Unchanged
0.0820781921208175,-0.123158727400871,0.061,0.137,1,Unchanged
0.0821334858965372,-0.0343476685857776,0.087,0.107,1,Unchanged
0.0821898962693458,0.0553632123633879,0.122,0.078,1,Unchanged
0.0822050059836497,-0.387245085465086,0.383,0.491,1,Unchanged
0.0824353683095568,-0.393289275428382,0.4,0.587,1,Unchanged
0.0824363314343217,-0.277529460609655,0.122,0.249,1,Unchanged
0.0824909205509545,-0.0919475856632918,0.061,0.122,1,Unchanged
0.0825716925376563,-0.0826991935156854,0.087,0.119,1,Unchanged
0.0826218872691196,-0.106292682951718,0.061,0.125,1,Unchanged
